Leptoria_contig001	gene	188646	207539	 "Leptoria_contig001.g0001";
Leptoria_contig001	gene	246616	274540	 "Leptoria_contig001.g0002";
Leptoria_contig001	gene	300156	309188	 "Leptoria_contig001.g0003";
Leptoria_contig001	gene	337406	362488	 "Leptoria_contig001.g0004";
Leptoria_contig001	gene	366776	398941	 "Leptoria_contig001.g0005";
Leptoria_contig001	gene	412016	427214	 "Leptoria_contig001.g0006";
Leptoria_contig001	gene	446806	485847	 "Leptoria_contig001.g0007";
Leptoria_contig001	gene	497251	500294	 "Leptoria_contig001.g0008";
Leptoria_contig001	gene	512341	548391	 "Leptoria_contig001.g0009";
Leptoria_contig001	gene	556351	643572	 "Leptoria_contig001.g0010";
Leptoria_contig001	gene	686504	688461	 "Leptoria_contig001.g0011";
Leptoria_contig001	gene	703301	711865	 "Leptoria_contig001.g0012";
Leptoria_contig001	gene	723311	741007	 "Leptoria_contig001.g0013";
Leptoria_contig001	gene	745181	778642	 "Leptoria_contig001.g0014";
Leptoria_contig001	gene	809447	850231	 "Leptoria_contig001.g0015";
Leptoria_contig001	gene	878991	901793	 "Leptoria_contig001.g0016";
Leptoria_contig001	gene	905131	925356	 "Leptoria_contig001.g0017";
Leptoria_contig001	gene	929596	959326	 "Leptoria_contig001.g0018";
Leptoria_contig001	gene	966906	1003970	 "Leptoria_contig001.g0019";
Leptoria_contig001	gene	1005036	1010292	 "Leptoria_contig001.g0020";
Leptoria_contig001	gene	1009596	1045738	 "Leptoria_contig001.g0021";
Leptoria_contig001	gene	1067666	1070795	 "Leptoria_contig001.g0022";
Leptoria_contig001	gene	1071545	1078406	 "Leptoria_contig001.g0023";
Leptoria_contig001	gene	1087061	1101686	 "Leptoria_contig001.g0024";
Leptoria_contig001	gene	1103606	1107817	 "Leptoria_contig001.g0025";
Leptoria_contig001	gene	1119095	1123746	 "Leptoria_contig001.g0026";
Leptoria_contig001	gene	1151206	1162370	 "Leptoria_contig001.g0027";
Leptoria_contig001	gene	1167496	1249534	 "Leptoria_contig001.g0028";
Leptoria_contig001	gene	1265546	1288859	 "Leptoria_contig001.g0029";
Leptoria_contig001	gene	1370313	1375956	 "Leptoria_contig001.g0030";
Leptoria_contig001	gene	1376086	1386411	 "Leptoria_contig001.g0031";
Leptoria_contig001	gene	1417608	1440516	 "Leptoria_contig001.g0032";
Leptoria_contig001	gene	1442552	1443551	 "Leptoria_contig001.g0033";
Leptoria_contig001	gene	1460576	1467951	 "Leptoria_contig001.g0034";
Leptoria_contig001	gene	1469924	1475396	 "Leptoria_contig001.g0035";
Leptoria_contig001	gene	1490466	1496517	 "Leptoria_contig001.g0036";
Leptoria_contig001	gene	1534950	1538186	 "Leptoria_contig001.g0037";
Leptoria_contig001	gene	1553916	1558914	 "Leptoria_contig001.g0038";
Leptoria_contig001	gene	1561459	1594936	 "Leptoria_contig001.g0039";
Leptoria_contig001	gene	1601787	1607926	 "Leptoria_contig001.g0040";
Leptoria_contig001	gene	1647216	1656226	 "Leptoria_contig001.g0041";
Leptoria_contig001	gene	1656356	1657860	 "Leptoria_contig001.g0042";
Leptoria_contig001	gene	1679857	1691091	 "Leptoria_contig001.g0043";
Leptoria_contig001	gene	1691411	1694718	 "Leptoria_contig001.g0044";
Leptoria_contig001	gene	1694769	1714191	 "Leptoria_contig001.g0045";
Leptoria_contig001	gene	1746031	1748085	 "Leptoria_contig001.g0046";
Leptoria_contig001	gene	1748261	1751453	 "Leptoria_contig001.g0047";
Leptoria_contig001	gene	1754102	1763561	 "Leptoria_contig001.g0048";
Leptoria_contig001	gene	1769741	1790318	 "Leptoria_contig001.g0049";
Leptoria_contig001	gene	1794971	1815744	 "Leptoria_contig001.g0050";
Leptoria_contig001	gene	1829731	1840046	 "Leptoria_contig001.g0051";
Leptoria_contig001	gene	1841100	1847911	 "Leptoria_contig001.g0052";
Leptoria_contig001	gene	1849198	1863681	 "Leptoria_contig001.g0053";
Leptoria_contig001	gene	1866054	1872751	 "Leptoria_contig001.g0054";
Leptoria_contig001	gene	1874401	1881488	 "Leptoria_contig001.g0055";
Leptoria_contig001	gene	1889283	1900771	 "Leptoria_contig001.g0056";
Leptoria_contig001	gene	1913392	1923611	 "Leptoria_contig001.g0057";
Leptoria_contig001	gene	1926732	1938871	 "Leptoria_contig001.g0058";
Leptoria_contig001	gene	1938971	1947197	 "Leptoria_contig001.g0059";
Leptoria_contig001	gene	1951571	1952843	 "Leptoria_contig001.g0060";
Leptoria_contig001	gene	1990483	2005961	 "Leptoria_contig001.g0061";
Leptoria_contig001	gene	2082058	2105321	 "Leptoria_contig001.g0062";
Leptoria_contig001	gene	2108233	2120289	 "Leptoria_contig001.g0063";
Leptoria_contig001	gene	2120389	2134386	 "Leptoria_contig001.g0064";
Leptoria_contig001	gene	2134679	2213249	 "Leptoria_contig001.g0065";
Leptoria_contig001	gene	2242159	2264898	 "Leptoria_contig001.g0066";
Leptoria_contig001	gene	2281595	2348549	 "Leptoria_contig001.g0067";
Leptoria_contig001	gene	2368362	2406419	 "Leptoria_contig001.g0068";
Leptoria_contig001	gene	2437181	2448959	 "Leptoria_contig001.g0069";
Leptoria_contig001	gene	2454149	2467089	 "Leptoria_contig001.g0070";
Leptoria_contig001	gene	2473720	2486389	 "Leptoria_contig001.g0071";
Leptoria_contig001	gene	2487139	2494368	 "Leptoria_contig001.g0072";
Leptoria_contig001	gene	2495001	2508486	 "Leptoria_contig001.g0073";
Leptoria_contig001	gene	2508636	2535850	 "Leptoria_contig001.g0074";
Leptoria_contig001	gene	2536776	2548517	 "Leptoria_contig001.g0075";
Leptoria_contig001	gene	2555746	2564929	 "Leptoria_contig001.g0076";
Leptoria_contig001	gene	2569436	2579649	 "Leptoria_contig001.g0077";
Leptoria_contig001	gene	2638046	2685426	 "Leptoria_contig001.g0078";
Leptoria_contig001	gene	2688389	2717956	 "Leptoria_contig001.g0079";
Leptoria_contig001	gene	2719755	2746366	 "Leptoria_contig001.g0080";
Leptoria_contig001	gene	2754956	2760254	 "Leptoria_contig001.g0081";
Leptoria_contig001	gene	2790356	2819941	 "Leptoria_contig001.g0082";
Leptoria_contig001	gene	2841532	2854406	 "Leptoria_contig001.g0083";
Leptoria_contig001	gene	2878556	2893042	 "Leptoria_contig001.g0084";
Leptoria_contig001	gene	2905010	2913846	 "Leptoria_contig001.g0085";
Leptoria_contig001	gene	2916246	2918016	 "Leptoria_contig001.g0086";
Leptoria_contig001	gene	2920184	2924506	 "Leptoria_contig001.g0087";
Leptoria_contig001	gene	2928206	2930195	 "Leptoria_contig001.g0088";
Leptoria_contig001	gene	2934726	2943252	 "Leptoria_contig001.g0089";
Leptoria_contig001	gene	2943684	2953486	 "Leptoria_contig001.g0090";
Leptoria_contig001	gene	2955146	2958981	 "Leptoria_contig001.g0091";
Leptoria_contig001	gene	2959620	2967346	 "Leptoria_contig001.g0092";
Leptoria_contig001	gene	2976935	3040574	 "Leptoria_contig001.g0093";
Leptoria_contig001	gene	3041247	3050954	 "Leptoria_contig001.g0094";
Leptoria_contig001	gene	3055744	3059512	 "Leptoria_contig001.g0095";
Leptoria_contig001	gene	3059814	3077864	 "Leptoria_contig001.g0096";
Leptoria_contig001	gene	3077964	3109398	 "Leptoria_contig001.g0097";
Leptoria_contig001	gene	3109659	3117004	 "Leptoria_contig001.g0098";
Leptoria_contig001	gene	3124944	3134359	 "Leptoria_contig001.g0099";
Leptoria_contig001	gene	3142166	3151734	 "Leptoria_contig001.g0100";
Leptoria_contig001	gene	3159614	3167257	 "Leptoria_contig001.g0101";
Leptoria_contig001	gene	3170164	3189873	 "Leptoria_contig001.g0102";
Leptoria_contig001	gene	3197180	3222364	 "Leptoria_contig001.g0103";
